,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
8675,17581,4.0,4,BEACH 59 ST PLAYGROUND,-73.789023195375,40.589187351594,Recreational Facility,recreation,Queens
8679,1006084,4.0,4,FMCP SOCCER FIELD COMFORT STA,-73.838559519227,40.746708867952,Recreational Facility,recreation,Queens
8681,1031736,3.0,6,BEVERLY RD OVER NYCTA BRIGHTON,-73.964451273595,40.644363088005,Transportation Facility,transportation,Brooklyn
8683,17252,1.0,9,HOUSE OF THE REDEEMER,-73.955286968276,40.786981581805,Religious Institution,culture,Manhattan
8685,1024224,1.0,4,FT PARK ROCKEFELLER DEDICATION PLAQUE,-73.933575819272,40.861408328081,Recreational Facility,recreation,Manhattan
8686,5898,3.0,3,GRAVESEND LIBRARY,-73.971851771264,40.590553134621,Cultural Facility,culture,Brooklyn
8688,1033608,4.0,4,TRAVERS PARK,-73.889344877734,40.753901380706,Recreational Facility,recreation,Queens
8690,1031077,1.0,6,TUDOR CITY PLACE OVER E   42 ST,-73.970479871402,40.74908099818,Transportation Facility,transportation,Manhattan
8691,1027328,3.0,9,SECOND CALVARY BAPTIST CHURCH,-73.89176371361,40.673967981584,Religious Institution,culture,Brooklyn
8694,1030474,3.0,9,NEW LIFE TABERNACLE,-73.93000290928,40.642302343951,Religious Institution,culture,Brooklyn
8695,7573,3.0,4,PROSPECT PARK ZOO BARN,-73.965811510529,40.665855713845,Recreational Facility,recreation,Brooklyn
8696,6611,4.0,6,ARROW YACHT CLUB,-73.848938431378,40.779992331275,Transportation Facility,transportation,Queens
8697,1143,3.0,4,PROSPECT PARK BREEZE HILL,-73.967052647168,40.659188503739,Recreational Facility,recreation,Brooklyn
8702,7720,2.0,6,CONCOURSE SUBWAY YARD,-73.889837431766,40.875158203715,Transportation Facility,transportation,Bronx
8704,15681,2.0,4,RISSE STREET COMMUNITY GARDEN,-73.885318023293,40.878670257918,Recreational Facility,recreation,Bronx
8708,13721,1.0,6,HOG BACK LIGHT 14,-73.93182920764,40.781247097604,Transportation Facility,transportation,Manhattan
8715,1036437,4.0,4,ST ALBANS PARK FITNESS EQUIPMENT,-73.778256481943,40.69272574502,Recreational Facility,recreation,Queens
8717,1031426,2.0,6,DEPOT PL BR OV METRO N HUDSON LA,-73.929327771204,40.841869324162,Transportation Facility,transportation,Bronx
8719,1031711,3.0,6,BLAKE AVE OVR LIRR BAY RDGE LINE,-73.901406514221,40.666862116439,Transportation Facility,transportation,Brooklyn
8720,19920,1.0,4,PEARL STREET PLAYGROUND,-74.00399982307,40.707865234854,Recreational Facility,recreation,Manhattan
8721,1031341,4.0,6,WOODSIDE AVE OVER CSX TRANSPORT,-73.892085455214,40.742925939273,Transportation Facility,transportation,Queens
8726,16356,5.0,4,ANTHONY R GAETA PARK,-74.149466094669,40.610088630272,Recreational Facility,recreation,Staten Island
8728,5811,5.0,3,RICHMONDTOWN LIBRARY,-74.138561933888,40.566565699979,Cultural Facility,culture,Staten Island
8729,1259,1.0,9,THE WAY OF THE CROSS CHURCH W 136 ST,-73.941548576525,40.815122336422,Religious Institution,culture,Manhattan
8731,1030679,4.0,9,BUKHARIAN JEWISH COMMUNITY CENTER,-73.846415587178,40.721327963422,Religious Institution,culture,Queens
8734,6848,3.0,4,HARRY CHAPIN PLAYGROUND,-73.994923186231,40.70067019557,Recreational Facility,recreation,Brooklyn
8737,1031480,2.0,6,204 ST FOOTBRIDGE,-73.876205736502,40.870347801745,Transportation Facility,transportation,Bronx
8738,389,5.0,4,SAW MILL CREEK MARSH,-74.191658003681,40.609146964189,Recreational Facility,recreation,Staten Island
8739,18413,1.0,6,PIER 52,-74.011294644906,40.739930225306,Transportation Facility,transportation,Manhattan
8740,8477,5.0,4,STATEN ISLAND ZOO,-74.115182429713,40.625224571482,Recreational Facility,recreation,Staten Island
8743,15955,1.0,9,ST ALOYSIUS RC CHURCH,-73.945661874509,40.813825538887,Religious Institution,culture,Manhattan
8745,15930,1.0,9,ST BENEDICT MOOR CHURCH,-73.986534339881,40.764692938125,Religious Institution,culture,Manhattan
8748,1036133,3.0,4,DOLLYS PARK,-73.986370383011,40.678126047026,Recreational Facility,recreation,Brooklyn
8750,1031885,1.0,6,RIVERSIDE DRIVE S OVER AMTRAK,-73.988005325559,40.77958494614,Transportation Facility,transportation,Manhattan
8752,19921,5.0,4,PRALLS ISLAND BIRD HAVEN,-74.199806176994,40.604264215669,Recreational Facility,recreation,Staten Island
8756,1036804,3.0,4,DYKER BCH PK 86 ST COMFORT STA,-74.013147025635,40.613061995622,Recreational Facility,recreation,Brooklyn
8757,1038418,3.0,4,MCGOLRICK PARK DOG RUN,-73.943579049977,40.723315612124,Recreational Facility,recreation,Brooklyn
8759,9730,1.0,6,PIER 15,-74.00369320555,40.704959628275,Transportation Facility,transportation,Manhattan
8761,1036302,4.0,4,THE PAINTERS PLAYGROUND BASKETBALL COURTS,-73.860179821566,40.720416798927,Recreational Facility,recreation,Queens
8762,1002369,3.0,4,GILROY FIELD,-73.952446737555,40.721503923165,Recreational Facility,recreation,Brooklyn
8765,4164,3.0,9,TRINITY TABERNACLE GRAVESEND CHURCH,-73.970483103178,40.595308034471,Religious Institution,culture,Brooklyn
8767,6181,5.0,6,GREAT KILLS HARBOR CHANNEL BUOY 2,-74.13380685971,40.522508678346,Transportation Facility,transportation,Staten Island
8769,1187,2.0,4,BRONX EQUESTRIAN CENTER,-73.813990844365,40.865841551025,Recreational Facility,recreation,Bronx
8770,1027014,4.0,6,JFK BUILDING 402,-73.813862730877,40.661802850858,Transportation Facility,transportation,Queens
8773,15035,2.0,4,HYLAN PARK,-73.887838006508,40.839092470299,Recreational Facility,recreation,Bronx
8774,12626,2.0,4,BRONX ZOO - ADMIN SOUTH,-73.881557732849,40.851207023108,Recreational Facility,recreation,Bronx
8775,1035374,1.0,4,WEST HARLEM PIERS PARK,-73.961603237469,40.81865211305,Recreational Facility,recreation,Manhattan
8779,1036975,4.0,4,HOMESTEAD PLAYGROUND BASKETBALL COURTS,-73.882059839462,40.741913626531,Recreational Facility,recreation,Queens
8782,1622,4.0,9,ST PIUS V CHURCH,-73.804535457357,40.693294398018,Religious Institution,culture,Queens
8783,1035962,3.0,4,COOPER PARK HANDBALL COURT,-73.93668285176,40.71551770627,Recreational Facility,recreation,Brooklyn
8784,1039455,3.0,9,AHI EZER CONGREGATION AVE X,-73.964731680562,40.590236588948,Religious Institution,culture,Brooklyn
8788,16727,3.0,6,PORT SHEEPSHEAD MARINA,-73.93878281028,40.583437113886,Transportation Facility,transportation,Brooklyn
8793,1024365,1.0,4,ISHAM PARK ALLEY BTW PARK TERRACE W & BROADWAY,-73.919470940231,40.868861087862,Recreational Facility,recreation,Manhattan
8796,5774,1.0,3,MINSKOFF THEATRE,-73.985960896763,40.75794530585,Cultural Facility,culture,Manhattan
8808,1039834,3.0,4,JAIME CAMPIZ PLAYGROUND,-73.954378650833,40.713550779642,Recreational Facility,recreation,Brooklyn
8811,1036391,4.0,4,LITTLE BAY PARK,-73.78651848171,40.79056783147,Recreational Facility,recreation,Queens
8813,1035407,2.0,4,CLAREMONT PARK POOL ADMISSIONS,-73.907684878234,40.838648658604,Recreational Facility,recreation,Bronx
8823,1031147,3.0,6,MANHATTAN BRIDGE SB RB,-73.989527598211,40.705060465708,Transportation Facility,transportation,Brooklyn
8824,1031231,1.0,6,W 45 ST OV AMTRAK 30 ST BRANCH,-73.994569651444,40.761754629592,Transportation Facility,transportation,Manhattan
8825,1024332,1.0,4,INWOOD TENNIS COURTS,-73.921878138932,40.869954323625,Recreational Facility,recreation,Manhattan
8826,1006265,4.0,4,AL OERTER RECREATION CENTER,-73.833631366179,40.751470381853,Recreational Facility,recreation,Queens
8827,1035672,2.0,4,WILLIS PLAYGROUND,-73.922965501514,40.810949391742,Recreational Facility,recreation,Bronx
8828,1035940,1.0,6,NORTH WILLIAMSBURG FERRY LANDING,-73.964798272361,40.720756404782,Transportation Facility,transportation,Manhattan
8830,19884,5.0,4,ARDEN WOODS,-74.19091494406,40.558119436501,Recreational Facility,recreation,Staten Island
8831,15600,2.0,9,ST LUKES METHODIST CHURCH,-73.867681636452,40.901835146072,Religious Institution,culture,Bronx
8836,987,4.0,4,CHARYBDIS PLAYGROUND,-73.922492423674,40.779757737385,Recreational Facility,recreation,Queens
8837,1035471,2.0,4,FRANZ SIGEL PARK COMFORT STATION,-73.926011809571,40.821389329685,Recreational Facility,recreation,Bronx
8838,1030894,1.0,9,ST VERONICA RC CHURCH,-74.008065825845,40.732950344378,Religious Institution,culture,Manhattan
8841,1036681,3.0,4,PS 214 PLAYGROUND,-73.86289456131,40.675926895873,Recreational Facility,recreation,Brooklyn
8842,15935,3.0,9,PARK SLOPE JEWISH CENTER,-73.981851076912,40.662988980436,Religious Institution,culture,Brooklyn
8846,1030879,1.0,9,PARK AVENUE CHRISTIAN CHURCH,-73.958189650296,40.779518643968,Religious Institution,culture,Manhattan
8847,13067,2.0,4,BRONX ZOO CARTER GIRAFFE BUILDING,-73.88016773629,40.846911658331,Recreational Facility,recreation,Bronx
8848,7601,1.0,6,PIER 17,-74.002571631919,40.705807483113,Transportation Facility,transportation,Manhattan
8849,480,2.0,4,PLAYGROUND 134,-73.917106959753,40.802822688215,Recreational Facility,recreation,Bronx
8850,1036828,4.0,4,BLAND PLAYGROUND,-73.831133580378,40.758279426532,Recreational Facility,recreation,Queens
8851,1031845,4.0,6,STEINWAY ST OVER I-278 BQE EB,-73.910479745761,40.769218404558,Transportation Facility,transportation,Queens
8852,1036667,3.0,4,STAR SPANGLED PLAYGROUND BASKETBALL COURT,-73.958069576237,40.691620802268,Recreational Facility,recreation,Brooklyn
8853,1030935,1.0,3,SPYSCAPE,-73.983671647401,40.765139431815,Cultural Facility,culture,Manhattan
8855,1007421,1.0,4,EAST RIVER FIELDS SOCCER 84,-73.934168302715,40.785478318531,Recreational Facility,recreation,Manhattan
8857,1036448,4.0,4,POPPENHUSEN PLAYGROUND,-73.844577882655,40.781267365979,Recreational Facility,recreation,Queens
8858,1031675,3.0,6,CONGRESS STREET OVER I-278 BQE,-73.998894502519,40.689158169335,Transportation Facility,transportation,Brooklyn
8860,424,4.0,4,BROAD CHANNEL AMERICAN PARK,-73.822798882675,40.596381163206,Recreational Facility,recreation,Queens
8866,1024358,1.0,4,ISHAM PARK W 213 ST STAIRS BROADWAY TO PARK TERRACE WEST,-73.917777195912,40.869145844643,Recreational Facility,recreation,Manhattan
8867,12578,3.0,4,MCGUIRE FIELDS,-73.89922970936,40.619120155418,Recreational Facility,recreation,Brooklyn
8871,3530,5.0,9,CALVARY PRESBYTERIAN CHURCH,-74.112645110851,40.635034611188,Religious Institution,culture,Staten Island
8873,106,3.0,4,JOHN J CARTY PARK,-74.030300725127,40.613194689757,Recreational Facility,recreation,Brooklyn
8875,4135,3.0,9,OPEN DOOR CHURCH,-73.982793127827,40.698659276049,Religious Institution,culture,Brooklyn
8877,3175,1.0,9,HOLY CROSS CHURCH,-73.991185924097,40.758094517407,Religious Institution,culture,Manhattan
8878,1336,5.0,4,FDR BOARDWALK AND BEACH,-74.075932556054,40.580184991655,Recreational Facility,recreation,Staten Island
8879,1032221,3.0,4,MCCARREN PARK TENNIS COURTS,-73.954703463172,40.721695292477,Recreational Facility,recreation,Brooklyn
8880,1033468,1.0,4,CENTRAL PARK RUTH AND ARTHUR SMADBECK-HECKSCHER EAST PLAYGROUND,-73.964069780624,40.777675829722,Recreational Facility,recreation,Manhattan
8889,1039516,2.0,4,DEVOE PARK PLAYGROUND NEAR SEDGWICK AVE,-73.90787752999,40.863221117743,Recreational Facility,recreation,Bronx
8892,14441,2.0,6,OAK POINT RAIL YARD,-73.900674221043,40.810367057342,Transportation Facility,transportation,Bronx
8897,1036241,4.0,4,MOORE HOMESTEAD PLAYGROUND HANDBALL COURT,-73.882712898274,40.741911061174,Recreational Facility,recreation,Queens
8902,394,1.0,4,133 SWING STREET GARDEN,-73.94347042107,40.813731353044,Recreational Facility,recreation,Manhattan
8904,1338,3.0,4,CONEY ISLAND BEACH AND BOARDWALK AT W 37TH STREET,-74.001956291388,40.57083156333,Recreational Facility,recreation,Brooklyn
8905,13769,1.0,3,TOMPKINS SQUARE LIBRARY,-73.9804221531,40.727296286693,Cultural Facility,culture,Manhattan
8907,7602,4.0,6,WORLDS FAIR MARINA,-73.857634185006,40.761144476906,Transportation Facility,transportation,Queens
8911,1020344,3.0,6,PIER 10,-74.005992518628,40.68362543697,Transportation Facility,transportation,Brooklyn
8914,1036424,4.0,4,HUNTERS POINT S PARK TETHER BALL MNMT,-73.960170847177,40.742760019336,Recreational Facility,recreation,Queens
8917,1031848,4.0,6,ROOSEVELT AVE BRDGE OVER I-278,-73.894989002742,40.74649572758,Transportation Facility,transportation,Queens
8921,1035588,2.0,4,BUFANO PARK BASKETBALL COURTS,-73.831248251016,40.838056436276,Recreational Facility,recreation,Bronx
8923,1016627,1.0,3,PLAYSTATION THEATER,-73.986187624219,40.757758972194,Cultural Facility,culture,Manhattan
8925,1314,2.0,4,CO-OP CITY FIELD,-73.82370518874,40.875677925072,Recreational Facility,recreation,Bronx
8928,1258,3.0,9,ST JOHNS AME CHURCH,-73.927285188683,40.684242168062,Religious Institution,culture,Brooklyn
8931,1035498,2.0,4,VAN CORTLANDT WOODLAWN PLAYGROUND COMFORT STATION,-73.872246404449,40.899942193099,Recreational Facility,recreation,Bronx
8933,1031111,5.0,6,PED BR S OF BRK LK OV STRM IN PK,-74.119527418463,40.623143709928,Transportation Facility,transportation,Staten Island
8937,17387,1.0,9,MARBLE COLLEGIATE CHURCH,-73.987120069063,40.745667496743,Religious Institution,culture,Manhattan
8942,19285,3.0,4,CANARSIE PARK BALLFIELD #5,-73.893510683937,40.628690336027,Recreational Facility,recreation,Brooklyn
8944,16679,5.0,3,BPO ELKS LODGE 841,-74.170462788529,40.559692115873,Cultural Facility,culture,Staten Island
8945,9544,5.0,4,STATEN ISLAND ZOO MAINTENANCE BUILDING,-74.115619103007,40.62570868146,Recreational Facility,recreation,Staten Island
8947,1036714,3.0,4,PARK SLOPE PLAYGROUND TRACK,-73.978387012121,40.676634096764,Recreational Facility,recreation,Brooklyn
8949,1036076,3.0,4,WASHINGTON HALL PLAYGROUND,-73.966557786441,40.695232090011,Recreational Facility,recreation,Brooklyn
8951,1020744,4.0,4,JOHN DASILVA ROLLER HOCKEY RINK,-73.933076982115,40.757340654833,Recreational Facility,recreation,Queens
8953,12819,3.0,4,SUNSET PARK PLAYGROUND,-74.004475301578,40.647720743786,Recreational Facility,recreation,Brooklyn
8954,1548,4.0,4,VETERANS GROVE,-73.877564597995,40.742703828276,Recreational Facility,recreation,Queens
8957,1453,4.0,4,LINNAEUS PARK,-73.75056686749,40.753896091314,Recreational Facility,recreation,Queens
8970,1036394,4.0,4,ELECTRIC PLAYGROUND,-73.805377100859,40.735972851174,Recreational Facility,recreation,Queens
8974,1031082,1.0,6,PED BR AT 73 ST OVR HHP AMTRAK,-73.986216035961,40.78132465079,Transportation Facility,transportation,Manhattan
8977,1031865,1.0,6,ROOSEVELT ISLAND FERRY LANDING,-73.952524128385,40.756767262846,Transportation Facility,transportation,Manhattan
8978,1026716,2.0,4,YANKEE TEAM CLUBHOUSE YANKEE STADIUM,-73.926845956853,40.828826771089,Recreational Facility,recreation,Bronx
8983,1036217,2.0,4,HUTCHINSON RIVER PARKWAY MALLS,-73.835856582977,40.851260498556,Recreational Facility,recreation,Bronx
8985,1030893,1.0,9,MISSIONARIES OF CHARITY GIFT OF LOVE,-74.008434652716,40.733076595262,Religious Institution,culture,Manhattan
8988,1027058,4.0,6,JFK BUILDING 311,-73.802909993365,40.658736730064,Transportation Facility,transportation,Queens
8989,1019524,2.0,4,ST JAMES PARK COMFORT STATION,-73.898576925127,40.865386485594,Recreational Facility,recreation,Bronx
8991,1002345,1.0,4,GRAMERCY PARK,-73.985872420508,40.73800364806,Recreational Facility,recreation,Manhattan
8995,6345,5.0,6,PORT NEWARK PIERHEAD CHANNEL BUOY 8,-74.138839974117,40.683791565419,Transportation Facility,transportation,Staten Island
8997,290,1.0,4,FATHER FAGAN SQUARE,-74.0033215646,40.726755206439,Recreational Facility,recreation,Manhattan
9001,1035835,4.0,4,CAPTAIN TILLY PARK,-73.798819778798,40.712170146801,Recreational Facility,recreation,Queens
9005,1022565,2.0,4,PELHAM BAY PARK KAYAK LAUNCH,-73.797368005857,40.872331589559,Recreational Facility,recreation,Bronx
9006,1036587,3.0,4,COFFEY PARK,-74.008473154476,40.67766699363,Recreational Facility,recreation,Brooklyn
9010,73,4.0,4,GENE GRAY PLAYGROUND,-73.819195607997,40.606249056445,Recreational Facility,recreation,Queens
9013,16009,3.0,4,PATRICK OROURKE PLAYGROUND,-74.013918283838,40.619060871862,Recreational Facility,recreation,Brooklyn
9015,1030109,1.0,4,DEKOVATS PLAYGROUND,-73.944218497184,40.779402271725,Recreational Facility,recreation,Manhattan
9019,1037159,4.0,4,FOREST PARK POLYTUNNEL 1,-73.856982969047,40.701194988925,Recreational Facility,recreation,Queens
9031,1024889,1.0,4,INWOOD HILL PARK,-73.925131856486,40.872361534179,Recreational Facility,recreation,Manhattan
9033,1501,3.0,4,SUNSHINE COMMUNITY GARDEN,-73.944014560194,40.705270010689,Recreational Facility,recreation,Brooklyn
9034,430,1.0,4,HARLEM RIVER DRIVEWAY,-73.934152624884,40.812616064295,Recreational Facility,recreation,Manhattan
9035,16675,5.0,3,SOUTH BEACH LIBRARY,-74.062981766331,40.59581078531,Cultural Facility,culture,Staten Island
9036,3341,3.0,9,UNITY EAST CHURCH CENTER,-73.960983885674,40.644971104789,Religious Institution,culture,Brooklyn
9045,6865,4.0,4,QUEENS VALLEY PLAYGROUND,-73.823637333365,40.721769201432,Recreational Facility,recreation,Queens
9046,1035454,2.0,4,ST JAMES PARK PLAYGROUND,-73.898204273513,40.865939550668,Recreational Facility,recreation,Bronx
9049,1036072,1.0,4,BRYANT PARK,-73.98296501336,40.753504899095,Recreational Facility,recreation,Manhattan
9054,1039067,1.0,4,CORLEARS HOOK PARK,-73.979497032862,40.711794369362,Recreational Facility,recreation,Manhattan
9056,1031282,4.0,6,JAMAICA AV OV BELT CRSS IS PKWY,-73.724589980782,40.724395721741,Transportation Facility,transportation,Queens
9061,14905,4.0,4,HORATIO PLAYGROUND,-73.753828220896,40.758736596132,Recreational Facility,recreation,Queens
9064,1098,4.0,4,ROCKAWAY PLAYGROUND - M,-73.809876105369,40.584983661799,Recreational Facility,recreation,Queens
9067,3617,3.0,9,TORAS CHAIM CONGREGATION,-73.995399102414,40.633528708735,Religious Institution,culture,Brooklyn
9069,1036383,1.0,4,LA CASITA GARDEN,-73.978780945599,40.725004650944,Recreational Facility,recreation,Manhattan
9072,1006,1.0,4,JACOB JAVITS PLAYGROUND,-73.934860498477,40.858993045069,Recreational Facility,recreation,Manhattan
9073,1036628,3.0,4,TILDEN PLAYGROUND COMFORT STATION,-73.93138807199,40.647909916315,Recreational Facility,recreation,Brooklyn
9077,15539,1.0,4,DIAMANTE GARDEN,-73.936360122004,40.79785658574,Recreational Facility,recreation,Manhattan
9078,1027788,4.0,9,FRIENDSHIP CHURCH OF CHRIST BAPTIST,-73.864231105234,40.757887096692,Religious Institution,culture,Queens
9080,1031444,2.0,6,MOSHOLU PARKWAY OVER WEBSTER AVE,-73.880385548117,40.869204781983,Transportation Facility,transportation,Bronx
9081,1036584,3.0,4,SPERANDEO BROTHERS PLAYGROUND TENNIS COURT,-73.884626951979,40.676673187649,Recreational Facility,recreation,Brooklyn
9082,1031407,4.0,6,59 BR RAMP QNBD TO 21 OV 22,-73.942920344458,40.751441451156,Transportation Facility,transportation,Queens
9083,9875,5.0,4,WWII VETERANS WAR MEMORIAL ICE SKATING RINK,-74.107608611316,40.615568199505,Recreational Facility,recreation,Staten Island
9085,1031565,2.0,6,MATTHEWSON RD OVER MCCRACKEN AVE,-73.92142979084,40.852671700307,Transportation Facility,transportation,Bronx
9087,129,3.0,4,TEN EYCK PLAYGROUND,-73.938846718417,40.708785628769,Recreational Facility,recreation,Brooklyn
9091,1030585,3.0,3,BROOKLYN HEIGHTS LIBRARY TEMPORARY,-73.993907128065,40.694137991173,Cultural Facility,culture,Brooklyn
9096,3561,3.0,9,DEAN ST BAPTIST CHURCH,-73.973138331799,40.681486885645,Religious Institution,culture,Brooklyn
9100,1007339,1.0,4,WARDS ISLAND CENTRAL FIELDS SOCCER 54,-73.926640536261,40.78676037794,Recreational Facility,recreation,Manhattan
9104,7322,2.0,4,BRONX ZOO,-73.876322901778,40.850238954495,Recreational Facility,recreation,Bronx
9109,1031319,4.0,6,MURRAY ST OVR LIRR PORT WASH BR,-73.812524630659,40.762635505588,Transportation Facility,transportation,Queens
9110,1018527,1.0,3,THE THEATER CENTER,-73.984529913985,40.761495103756,Cultural Facility,culture,Manhattan
9118,1037120,4.0,4,JUNIPER VALLEY PARK SHUFFLEBOARD,-73.877704346792,40.721129710508,Recreational Facility,recreation,Queens
9121,3687,1.0,9,ST CHARLES CHURCH,-73.941642264454,40.81962169611,Religious Institution,culture,Manhattan
9122,28,2.0,4,GOUVERNEUR PLAYGROUND,-73.903591098253,40.835528989392,Recreational Facility,recreation,Bronx
9123,1025437,5.0,4,LENAPE PLAYGROUND,-74.244877179876,40.4992237031,Recreational Facility,recreation,Staten Island
9130,1035504,2.0,4,PRINTERS PARK PLAYGROUND NORTH,-73.890716478102,40.824127354387,Recreational Facility,recreation,Bronx
9135,15596,2.0,9,ST LUKES RC CHURCH,-73.915335019425,40.80621571953,Religious Institution,culture,Bronx
9137,5719,3.0,3,BAY RIDGE LIBRARY,-74.029550897983,40.633619640861,Cultural Facility,culture,Brooklyn
9139,1007369,1.0,4,RANDALLS ISLAND FIELD 60,-73.925807758032,40.785210042187,Recreational Facility,recreation,Manhattan
9140,13976,4.0,3,FLUSHING LIBRARY,-73.828887066373,40.75784184163,Cultural Facility,culture,Queens
9141,1025428,3.0,4,NICHOLAS NAQUAN HEYWARD JR PARK,-73.987896244994,40.684554766065,Recreational Facility,recreation,Brooklyn
9144,1036499,3.0,4,BUSHWICK PLAYGROUND BASKETBALL COURT,-73.911763197111,40.695725356638,Recreational Facility,recreation,Brooklyn
9145,7608,1.0,6,PIER 59,-74.009176823735,40.745467144776,Transportation Facility,transportation,Manhattan
9156,1031585,5.0,6,HARBOR ROAD OVER B&O RAILRD,-74.160320762979,40.63384187532,Transportation Facility,transportation,Staten Island
9157,13716,5.0,6,MARINERS HARBOR YC DAYBEACON 2,-74.170134792501,40.644275029805,Transportation Facility,transportation,Staten Island
9158,1373,3.0,4,HEAVEN LITTLE ANGELS GARDEN,-73.887195482318,40.67430239337,Recreational Facility,recreation,Brooklyn
9161,1035517,2.0,4,MULLALY PARK MENS BATHHOUSE,-73.924128946795,40.83154682035,Recreational Facility,recreation,Bronx
9170,1524,5.0,4,INGRAM WOODS,-74.136592552752,40.609309260189,Recreational Facility,recreation,Staten Island
9171,3421,3.0,4,CANARSIE PARK BALLFIELD #6,-73.894228414439,40.628146162364,Recreational Facility,recreation,Brooklyn
9173,1022224,3.0,4,FLATBUSH MALL,-73.964454801165,40.632166876763,Recreational Facility,recreation,Brooklyn
9174,1031018,1.0,6,W 38 ST OV AMTRAK 30 ST BRANCH,-73.998479239375,40.757614544158,Transportation Facility,transportation,Manhattan
9181,1206,2.0,4,VAN CORTLANDT PARK PARADE GROUND NORTH,-73.895183704921,40.897604679125,Recreational Facility,recreation,Bronx
9183,1035237,4.0,4,TREES OF LIFE ORGANIC GARDEN,-73.783185060044,40.701444831247,Recreational Facility,recreation,Queens
9184,1036805,4.0,4,VLEIGH PLACE PLAYGROUND,-73.820616542875,40.718800859707,Recreational Facility,recreation,Queens
9186,1029329,3.0,9,CENTRAL BAPTIST CHURCH,-73.924913793743,40.70232177034,Religious Institution,culture,Brooklyn
9188,1036533,3.0,4,GREENPOINT PLAYGROUND,-73.958996770186,40.735744056795,Recreational Facility,recreation,Brooklyn
9192,1029632,4.0,9,REDEEMER LUTHERAN CHURCH QUEENS VILLAGE,-73.742135635554,40.722482519819,Religious Institution,culture,Queens
9196,16857,4.0,4,QUEENSBRIDGE BABY PARK,-73.946778860522,40.753754519706,Recreational Facility,recreation,Queens
9197,1315,2.0,4,HARRIS PARK,-73.892082607166,40.876150583818,Recreational Facility,recreation,Bronx
9200,725,1.0,6,HENRY HUDSON,-73.924373319097,40.876083055231,Transportation Facility,transportation,Manhattan
9202,1002613,2.0,4,WADE TRIANGLE,-73.891388252103,40.851698546635,Recreational Facility,recreation,Bronx
9203,1035516,2.0,4,MULLALY PARK WADING POOL SHELTER,-73.924365474913,40.831654109193,Recreational Facility,recreation,Bronx
9207,1030668,4.0,9,MASJID AR RAHMAN MOSQUE QUEENS VILLAGE,-73.749256403486,40.714100666963,Religious Institution,culture,Queens
9210,1036286,4.0,4,HALLETS COVE PLAYGROUND AREA A,-73.934441648728,40.771707265476,Recreational Facility,recreation,Queens
9214,1039426,5.0,4,SCHMUL PARK PLAYGROUND,-74.188193313422,40.590203768461,Recreational Facility,recreation,Staten Island
9219,765,1.0,4,PENN SOUTH PLAYGROUND,-73.998710936534,40.747623941584,Recreational Facility,recreation,Manhattan
9225,18810,5.0,4,CLOVE LAKES PARK S AREA,-74.106952944318,40.615277179386,Recreational Facility,recreation,Staten Island
9226,1006174,2.0,4,BRONX ZOO MITSUBISHI RIVERWALK,-73.874969327833,40.854047568287,Recreational Facility,recreation,Bronx
9229,6715,2.0,6,BIG TOM ROCK BUOY BT,-73.787807951068,40.835635048005,Transportation Facility,transportation,Bronx
9239,1038941,5.0,4,FAIRVIEW PARK TENNIS COURTS,-74.231681567992,40.531450055949,Recreational Facility,recreation,Staten Island
9240,1374,3.0,4,BROOKLYN BRIDGE PARK RIVERVIEW LAWN,-73.990050064534,40.704323272026,Recreational Facility,recreation,Brooklyn
9242,1025964,4.0,9,ST ANNS CHURCH,-73.822186912793,40.744411961048,Religious Institution,culture,Queens
9245,1005885,1.0,4,CENTRAL PARK ZOO INTELLIGENCE GARDEN,-73.972324049747,40.767344484893,Recreational Facility,recreation,Manhattan
9252,1033449,4.0,4,ASTORIA PARK RUNNING TRACK,-73.925812879974,40.776825674975,Recreational Facility,recreation,Queens
9253,1031633,5.0,6,BUS STATION NORTH OVER SIRT,-74.072609925236,40.6436029608,Transportation Facility,transportation,Staten Island
9256,784,4.0,4,SEANS PLACE,-73.918369851727,40.760756728194,Recreational Facility,recreation,Queens
9261,1031226,4.0,6,69 STREET OVER I-278 BQE,-73.895755404243,40.743359800111,Transportation Facility,transportation,Queens
9265,1030618,1.0,4,RIVERBANK PARK PICNIC AREA,-73.956164414155,40.827364437468,Recreational Facility,recreation,Manhattan
9277,1035678,2.0,4,FRANZ SIGEL PARK,-73.925509206972,40.823370680819,Recreational Facility,recreation,Bronx
9278,3562,1.0,9,ALL SAINTS RC CHURCH,-73.938367920418,40.808364070919,Religious Institution,culture,Manhattan
9280,1036216,2.0,4,THROGS NECK EXPRESSWAY MALLS,-73.816085285597,40.824060744322,Recreational Facility,recreation,Bronx
9285,1036386,4.0,4,SPRINGFIELD PARK NORTH JHS 231 PLAYGROUND,-73.759756286076,40.664110412792,Recreational Facility,recreation,Queens
9286,1035569,2.0,4,PELHAM BAY PARK SOUTH,-73.822231389557,40.852120221241,Recreational Facility,recreation,Bronx
9287,5728,1.0,3,TOWN HALL THEATRE,-73.984486843539,40.756081787604,Cultural Facility,culture,Manhattan
9289,15959,1.0,9,SECOND PROVIDENCE BAPTIST CHURCH,-73.947036373301,40.80117170164,Religious Institution,culture,Manhattan
