,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
576,17433,2.0,4,FIELD OF DREAMS PARK,-73.892282595051,40.826603996721,Recreational Facility,recreation,Bronx
579,1024329,1.0,4,CENTRAL PARK 79 ST MAINTENANCE YARD,-73.971164376279,40.780467679995,Recreational Facility,recreation,Manhattan
584,1031134,4.0,6,I-278 SB BQE E LEG OVER BQE NB,-73.899872433555,40.756231114349,Transportation Facility,transportation,Queens
586,1035584,2.0,4,VAN CORTLANDT TENNIS COURTS JEROME AVE,-73.879402572107,40.895861033169,Recreational Facility,recreation,Bronx
588,1036626,3.0,4,DEAN PLAYGROUND COMFORT STATION,-73.972782568893,40.680577374011,Recreational Facility,recreation,Brooklyn
590,15257,1.0,9,FIRST PRESBYTERIAN CHURCH,-73.995166582155,40.734508345861,Religious Institution,culture,Manhattan
592,1033233,1.0,6,NORTH COVE FERRY LANDING,-74.017161451796,40.713798741628,Transportation Facility,transportation,Manhattan
593,3560,1.0,9,REFUGE TEMPLE CHURCH,-73.948389756444,40.808303532164,Religious Institution,culture,Manhattan
594,9912,1.0,4,CENTRAL PARK LOCH,-73.956867263111,40.79504893625,Recreational Facility,recreation,Manhattan
595,1126,1.0,4,CENTRAL PARK N MEADOW,-73.957245221503,40.792312639001,Recreational Facility,recreation,Manhattan
596,7502,1.0,9,COLUMBIA UNIVERSITY ST PAULS CHAPEL,-73.960884585681,40.807812659918,Religious Institution,culture,Manhattan
597,4195,1.0,9,CONGREGATION BETH HAMEDROSH HAGODOL WASHINGTON HEIGHTS,-73.937387472046,40.845581272964,Religious Institution,culture,Manhattan
598,762,1.0,4,HOLCOMBE RUCKER PARK PLAYGROUND,-73.936586897289,40.829185687963,Recreational Facility,recreation,Manhattan
606,1026912,4.0,6,28 AV PEDESTRIAN,-73.768179224628,40.778730470708,Transportation Facility,transportation,Queens
610,1002170,1.0,4,MORNINGSIDE PARK S ENTRANCE,-73.959657785637,40.801467985875,Recreational Facility,recreation,Manhattan
612,1033410,3.0,9,CHURCH OF GOD OF PROPHECY RUTLAND RD,-73.945017116072,40.659913920213,Religious Institution,culture,Brooklyn
615,3387,3.0,4,DYKER BEACH GOLF COURSE,-74.019662715023,40.61315637531,Recreational Facility,recreation,Brooklyn
619,17471,4.0,6,NORTH CHANNEL BUOY 29,-73.844717541906,40.643679180981,Transportation Facility,transportation,Queens
621,14872,3.0,4,BREUKELEN PLAYGROUND,-73.893819695498,40.653518544237,Recreational Facility,recreation,Brooklyn
622,4181,3.0,9,ZION BAPTIST CHURCH,-73.964431166628,40.682461844463,Religious Institution,culture,Brooklyn
623,1019824,2.0,4,811 FAMILY AND FRIENDS GARDEN,-73.916679472748,40.823063696689,Recreational Facility,recreation,Bronx
627,3545,1.0,9,RUSSIAN HOLY FATHERS CHURCH,-73.945441415635,40.830691185288,Religious Institution,culture,Manhattan
629,12719,4.0,6,ROCKAWAY INLET WEST CHANNEL BUOY 4,-73.958195503066,40.548392192829,Transportation Facility,transportation,Queens
630,1032310,4.0,9,ST ALBANS CONGREGATIONAL CHURCH,-73.777616616531,40.69234491845,Religious Institution,culture,Queens
631,3629,3.0,9,OUR LADY OF CZESTOCHOWA & ST CASIMIR CHURCH,-73.998445391297,40.66105206948,Religious Institution,culture,Brooklyn
633,3181,3.0,9,ORATORY CHURCH OF SAINT BONIFACE,-73.984544221013,40.692545074628,Religious Institution,culture,Brooklyn
635,15761,4.0,9,BOWNE STREET COMMUNITY CHURCH,-73.824174948804,40.761411603689,Religious Institution,culture,Queens
641,2973,1.0,6,FEDERAL PARKING HOWARD STREET GARAGE,-73.999285709826,40.71919305718,Transportation Facility,transportation,Manhattan
642,9334,3.0,4,PROSPECT PARK DOG BEACH,-73.971951868096,40.662534817083,Recreational Facility,recreation,Brooklyn
644,1035351,1.0,4,DOROTHY K MCGOWAN MEMORIAL GARDEN,-73.942311639587,40.833977598413,Recreational Facility,recreation,Manhattan
647,5882,1.0,9,VEDANTA SOCIETY,-73.977972617811,40.776017427229,Religious Institution,culture,Manhattan
649,1030693,3.0,4,PAERDEGAT ATHLETIC CLUB,-73.902604906566,40.626858598164,Recreational Facility,recreation,Brooklyn
650,603,2.0,6,145,-73.932366331709,40.819516184958,Transportation Facility,transportation,Bronx
652,1031960,1.0,4,PIER 25 BEACH VOLLEYBALL COURT,-74.014864813658,40.720400856259,Recreational Facility,recreation,Manhattan
653,1036537,3.0,4,SEBA PLAYGROUND COMFORT STATION,-73.920987976666,40.589629678355,Recreational Facility,recreation,Brooklyn
656,3192,3.0,9,OUR LADY OF THE ROSARY POMPEII CHURCH,-73.936954198871,40.70513359532,Religious Institution,culture,Brooklyn
657,1008527,1.0,9,CONGREGATION OR ZARUA,-73.957661405842,40.777232673008,Religious Institution,culture,Manhattan
659,1035077,1.0,4,ELECTRIC LADYBUG GARDEN,-73.956332175097,40.800835315628,Recreational Facility,recreation,Manhattan
665,1006147,4.0,4,FLUSHING MEADOW PARK CAROUSEL,-73.849310679116,40.743281271945,Recreational Facility,recreation,Queens
666,1030908,3.0,4,PROSPECT PARK ZOO SEA LION STORE & CAFE,-73.964343528925,40.665016568923,Recreational Facility,recreation,Brooklyn
667,1039560,4.0,9,ST FIDELIS RC CHURCH,-73.844391922551,40.784968338014,Religious Institution,culture,Queens
669,12882,3.0,4,ANDRIES PLAYGROUND,-73.946434154956,40.622798299153,Recreational Facility,recreation,Brooklyn
671,1030613,1.0,4,RIVERBANK PARK FOOTBALL FIELD,-73.95701787344,40.825064667512,Recreational Facility,recreation,Manhattan
672,1036112,3.0,4,ROBERT E VENABLE PRK COMFORT STATION,-73.865076476355,40.674409274114,Recreational Facility,recreation,Brooklyn
673,1031422,2.0,6,BX PELHAM PKWY OV HUTCH RIV PKWY,-73.83284353694,40.856005246576,Transportation Facility,transportation,Bronx
674,1033191,3.0,4,SOULCYCLE BROOKLYN HEIGHTS,-73.990864476535,40.692152715131,Recreational Facility,recreation,Brooklyn
676,1036337,1.0,4,POOR RICHARDS PLAYGROUND HANDBALL COURTS,-73.942294824641,40.792465197345,Recreational Facility,recreation,Manhattan
679,15994,4.0,3,DOUGLASTON/LITTLE NECK LIBRARY,-73.738194381278,40.768197266095,Cultural Facility,culture,Queens
681,1030929,2.0,9,KING OF GLORY TABERNACLE,-73.909951558637,40.85361587676,Religious Institution,culture,Bronx
683,1025617,4.0,9,HOLY CROSS GREEK ORTHODOX CHURCH OF WHITESTONE,-73.814266292562,40.790572255752,Religious Institution,culture,Queens
688,1031686,3.0,6,HIGHLAND BL EB OV J ROBINSON PKW,-73.896864635658,40.679809170239,Transportation Facility,transportation,Brooklyn
689,1002194,1.0,4,CENTRAL PARK GREAT LAWN S,-73.967775353382,40.780098779003,Recreational Facility,recreation,Manhattan
692,1036532,3.0,4,STERNBERG PARK,-73.947245406205,40.706234884491,Recreational Facility,recreation,Brooklyn
694,445,1.0,4,RAMON APONTE PARK,-73.989432381945,40.761399657417,Recreational Facility,recreation,Manhattan
698,19956,2.0,6,HIGH,-73.927983139362,40.842118611845,Transportation Facility,transportation,Bronx
699,1036582,3.0,4,UNDERHILL PLAYGROUND COMFORT STATION,-73.96548545902,40.676649602571,Recreational Facility,recreation,Brooklyn
700,1029949,3.0,6,BROOKLYN CRUISE TERMINAL,-74.01419751733,40.681927580554,Transportation Facility,transportation,Brooklyn
701,1031362,4.0,6,FOREST PARK DRIVE OVER LIRR,-73.850954427787,40.700785447501,Transportation Facility,transportation,Queens
705,1036343,5.0,4,CARLTON PARK,-74.184675253701,40.551663988617,Recreational Facility,recreation,Staten Island
706,1032090,1.0,9,CROWN OF LIFE LOVE MINISTRY,-73.940232381994,40.821896792062,Religious Institution,culture,Manhattan
708,12754,2.0,4,BRONX ZOO - MONKEY HOUSE,-73.878392386997,40.852299829362,Recreational Facility,recreation,Bronx
709,1036239,4.0,4,PETERS FIELD BASEBALL FIELD,-73.774812734158,40.705755512825,Recreational Facility,recreation,Queens
717,12999,3.0,4,FORT GREENE COMFORT STATION,-73.977242298791,40.692345768667,Recreational Facility,recreation,Brooklyn
719,1031086,1.0,9,OUR SAVIOUR NY CHURCH W 57 ST,-73.986385865349,40.76844532891,Religious Institution,culture,Manhattan
724,1033910,1.0,4,JACKIE ROBINSON PARK BANDSHELL,-73.942259937212,40.825136382825,Recreational Facility,recreation,Manhattan
727,1020885,4.0,4,IDLEWILD CRICKET FIELD,-73.758955840241,40.656637543069,Recreational Facility,recreation,Queens
728,1008146,1.0,6,PIER 16,-74.002477128072,40.705203156318,Transportation Facility,transportation,Manhattan
730,1031192,1.0,6,W DRV OVER BRIDLE OPP W   64 ST,-73.978647671628,40.770783138297,Transportation Facility,transportation,Manhattan
731,1032034,1.0,3,LANDMARK THEATRES W 57 ST,-73.993613572187,40.771518507614,Cultural Facility,culture,Manhattan
737,7243,3.0,9,OUR LADY OF ANGELS CHURCH,-74.025043867861,40.632068485045,Religious Institution,culture,Brooklyn
738,1036723,3.0,4,LINDOWER PARK COMFORT STATION,-73.911221100824,40.612282967394,Recreational Facility,recreation,Brooklyn
741,1031242,1.0,6,PINEBANK ARCH OVER BRIDLE PATH,-73.978885512363,40.769284140286,Transportation Facility,transportation,Manhattan
747,1030677,3.0,4,MIDGET SQUADRON YACHT CLUB,-73.902057963383,40.625731058742,Recreational Facility,recreation,Brooklyn
755,1031468,2.0,6,BRUCKNER BLVD OV CSX PORT MORRIS,-73.907515203367,40.80659002346,Transportation Facility,transportation,Bronx
758,13703,4.0,6,EAST ROCKAWAY INLET BUOY 7,-73.755065481072,40.587798718961,Transportation Facility,transportation,Queens
760,1035309,1.0,4,ALFRED E SMITH RECREATION CENTER,-73.997537866037,40.710197071315,Recreational Facility,recreation,Manhattan
761,13641,3.0,3,WASHINGTON IRVING LIBRARY,-73.91220227067,40.697503309589,Cultural Facility,culture,Brooklyn
765,5788,1.0,3,GOLDEN THEATRE,-73.988002402278,40.758754707554,Cultural Facility,culture,Manhattan
767,4044,4.0,9,HOLY CROSS RC CHURCH,-73.903441929442,40.724542784659,Religious Institution,culture,Queens
771,13399,2.0,6,239 ST YARD,-73.849355094538,40.901132452732,Transportation Facility,transportation,Bronx
772,4217,3.0,9,FLATBUSH TOMPKINS CONGREGATIONAL CHURCH,-73.960738008597,40.640242237746,Religious Institution,culture,Brooklyn
773,1032099,4.0,9,KHAL MACHZIKEI TORAH SYNAGOGUE,-73.74421458354,40.598053235896,Religious Institution,culture,Queens
774,1036318,4.0,4,CALVARY VETERANS PARK,-73.92957627635,40.731034407014,Recreational Facility,recreation,Queens
775,17228,1.0,9,KHAL ADATH TESHURUN CONGREGATION,-73.935107793888,40.852957180059,Religious Institution,culture,Manhattan
776,1039123,3.0,4,AVIATOR SPORTS CENTER FOOTBALL FIELD,-73.900148905241,40.59107321919,Recreational Facility,recreation,Brooklyn
777,1031191,1.0,6,W 54 ST OV AMTRAK 30 ST BRANCH,-73.991045943194,40.767650170834,Transportation Facility,transportation,Manhattan
781,3888,1.0,9,UNITARIAN CHURCH ALL SOUL,-73.958246231344,40.775347534285,Religious Institution,culture,Manhattan
783,1036781,3.0,4,RAILROAD PLAYGROUND HANDBALL COURT,-73.914050096675,40.649517828912,Recreational Facility,recreation,Brooklyn
784,1031479,2.0,6,WESTCHESTER AVE OVER AMTRAK CSX,-73.885072608479,40.828184076378,Transportation Facility,transportation,Bronx
785,6905,3.0,6,BAY RIDGE CHANNEL LIGHTED GONG BUOY 3,-74.046617635548,40.634124060664,Transportation Facility,transportation,Brooklyn
786,1034969,4.0,4,ROY WILKINS PARK TENNIS COURTS,-73.7695214184,40.68574587687,Recreational Facility,recreation,Queens
788,98,3.0,4,BERRY PLAYGROUND,-73.963530788708,40.712663518217,Recreational Facility,recreation,Brooklyn
791,16944,3.0,4,SHOREFRONT YM-YWHA,-73.959781865528,40.575668241004,Recreational Facility,recreation,Brooklyn
793,14760,3.0,6,PIER 5 BUSH TERMINAL,-74.017878110191,40.655371310821,Transportation Facility,transportation,Brooklyn
794,1024,3.0,4,BUSH CLINTON PARK PLAYGROUND,-74.003416839593,40.673716350307,Recreational Facility,recreation,Brooklyn
795,14155,1.0,6,PIER 86,-74.000415462872,40.764976848587,Transportation Facility,transportation,Manhattan
796,3682,1.0,9,ST STEPHEN HUNGARIAN CHURCH,-73.950309716433,40.773728215653,Religious Institution,culture,Manhattan
802,7603,1.0,6,BKLYN BATTERY TUNNEL BLOWER BLDG,-74.015198684651,40.70518278147,Transportation Facility,transportation,Manhattan
803,14904,3.0,4,PROSPECT PARK VALE OF CASHMERE,-73.968353776826,40.66883316865,Recreational Facility,recreation,Brooklyn
806,1026939,3.0,6,GREENWOOD AVE PEDESTRIAN,-73.97638429335,40.651404429864,Transportation Facility,transportation,Brooklyn
808,460,2.0,4,CHARLTON GARDEN,-73.90706243732,40.82477764454,Recreational Facility,recreation,Bronx
809,1036335,1.0,4,POOR RICHARDS PLAYGROUND COMFORT STATION,-73.943109470005,40.792982622454,Recreational Facility,recreation,Manhattan
811,18961,3.0,9,BETH EL BAPTIST CHURCH,-73.983053108278,40.68404946114,Religious Institution,culture,Brooklyn
813,1034080,4.0,4,USTA TENNIS COURT 5,-73.848027045584,40.748841872504,Recreational Facility,recreation,Queens
816,5734,1.0,3,NEW YORK UNIVERSITY CANTOR FILM CENTER,-73.994403400018,40.731231582719,Cultural Facility,culture,Manhattan
821,1033175,2.0,4,SOUNDVIEW PARK RUNNING TRACK,-73.872384679398,40.817231514638,Recreational Facility,recreation,Bronx
823,1029449,4.0,9,CONGREGATION BETH ISRAEL,-73.843183739992,40.691115554836,Religious Institution,culture,Queens
824,65,4.0,4,CENTERVILLE PLAYGROUND,-73.839078991916,40.670315298287,Recreational Facility,recreation,Queens
826,1006105,4.0,4,MALOOF SKATE PARK FLUSHING MEADOWS CORONA PARK,-73.843304992547,40.743149895411,Recreational Facility,recreation,Queens
828,1002224,4.0,9,COMMUNITY UNITED METHODIST CHURCH,-73.884922391267,40.751615602373,Religious Institution,culture,Queens
829,6675,4.0,4,JAMAICA BAY PARK,-73.768377132677,40.613725899345,Recreational Facility,recreation,Queens
831,4188,5.0,9,ST PAULS ST LUKES LUTHERAN CHURCH,-74.137080352987,40.628725897783,Religious Institution,culture,Staten Island
834,1026928,2.0,6,3 AVENUE BRIDGE BIKE,-73.931784086672,40.807889282393,Transportation Facility,transportation,Bronx
839,5857,3.0,3,STONE AVENUE LIBRARY,-73.905250867649,40.664507878333,Cultural Facility,culture,Brooklyn
843,15515,3.0,4,STERLING COMMUNITY GROUP GARDEN,-73.92216318564,40.671248703192,Recreational Facility,recreation,Brooklyn
844,1035838,3.0,4,CADMAN PLAZA PARK,-73.99066055914,40.698070648203,Recreational Facility,recreation,Brooklyn
849,1004625,5.0,4,STATEN ISLAND ZOO OTTERS BUILDING,-74.115963937296,40.625195353673,Recreational Facility,recreation,Staten Island
850,1032177,1.0,4,NYC RIDING ACADEMY,-73.934303148059,40.786691606374,Recreational Facility,recreation,Manhattan
852,1039522,1.0,4,TW MARINE,-73.958634816699,40.759624743141,Recreational Facility,recreation,Manhattan
853,9717,3.0,4,SUNSET PARK BATHHOUSE,-74.002039574535,40.647004412579,Recreational Facility,recreation,Brooklyn
855,1027072,4.0,6,JFK BUILDING 313,-73.809769509428,40.656639737373,Transportation Facility,transportation,Queens
856,9681,1.0,3,VIVIAN BEAUMONT THEATER,-73.98449477964,40.773751793873,Cultural Facility,culture,Manhattan
857,1031626,5.0,6,ARTHUR KILL RD OV ARTHUR KILL ST,-74.239816311733,40.520048290931,Transportation Facility,transportation,Staten Island
859,13498,4.0,4,JOHN DOWNING PARK,-73.913859276937,40.744523064206,Recreational Facility,recreation,Queens
861,1031460,2.0,6,E 156 ST BR OVR CSX PORT MORRIS,-73.911834564228,40.819679211117,Transportation Facility,transportation,Bronx
863,18828,5.0,9,BETHEL COMMUNITY CHURCH,-74.077203163498,40.636775115999,Religious Institution,culture,Staten Island
864,548,4.0,4,EQUITY PLAYGROUND,-73.853326548656,40.691281826139,Recreational Facility,recreation,Queens
868,1028751,3.0,9,INTERNATIONAL REVIVAL TABERNACLE,-73.909158336692,40.675288232203,Religious Institution,culture,Brooklyn
870,6384,2.0,6,BRONX RIVER CHANNEL BUOY 7,-73.869135719589,40.810404953117,Transportation Facility,transportation,Bronx
872,1036098,5.0,4,STATEN ISLAND EXPRESSWAY MALLS,-74.120516348678,40.610404195857,Recreational Facility,recreation,Staten Island
874,1002410,2.0,6,E TREMONT CONRAIL STATION,-73.899457678252,40.847254336818,Transportation Facility,transportation,Bronx
886,1035562,2.0,4,PELHAM BAY PARK BOCCE COURTS,-73.825182833348,40.84797086532,Recreational Facility,recreation,Bronx
889,17449,3.0,4,DYKER PLAYGROUND,-74.012692069146,40.612813352288,Recreational Facility,recreation,Brooklyn
892,1003144,3.0,4,PROSPECT PARK TENNIS CENTER,-73.97027059173,40.651297080152,Recreational Facility,recreation,Brooklyn
894,1009424,3.0,6,BROOKLYN NAVY YARD PIER G,-73.973609503336,40.70562114605,Transportation Facility,transportation,Brooklyn
895,1033548,3.0,4,PROSPECT PLAZA PARK,-73.918448052874,40.671053252282,Recreational Facility,recreation,Brooklyn
897,16540,2.0,4,SPUYTEN DUYVIL PLAYGROUND,-73.915802740164,40.887078889574,Recreational Facility,recreation,Bronx
903,6837,3.0,6,MILL BASIN CHANNEL BUOY M,-73.886358117461,40.608896605234,Transportation Facility,transportation,Brooklyn
906,5726,3.0,3,MARCY LIBRARY,-73.951283787237,40.69159730545,Cultural Facility,culture,Brooklyn
910,1029854,1.0,4,MARCUS GARVEY PLAYGROUND 124 ST NEAR MT MORRIS PARK W,-73.943634122011,40.805925713295,Recreational Facility,recreation,Manhattan
917,13770,3.0,3,WALT WHITMAN LIBRARY,-73.977733925736,40.694497936141,Cultural Facility,culture,Brooklyn
920,1036332,1.0,4,CABRINI BOULEVARD MALLS,-73.936399365524,40.858232214325,Recreational Facility,recreation,Manhattan
922,6831,3.0,6,SHEEPSHEAD BAY APPROACH BUOY 3,-73.932364146702,40.572164951983,Transportation Facility,transportation,Brooklyn
923,1111,4.0,4,SPRINGFIELD PLAYGROUND,-73.762564598166,40.660052095296,Recreational Facility,recreation,Queens
926,1022150,1.0,4,DRY DOCK POOL,-73.975656669134,40.725261864363,Recreational Facility,recreation,Manhattan
927,1036678,3.0,4,BENSON PLAYGROUND BASKETBALL COURT,-74.002498773244,40.602535137524,Recreational Facility,recreation,Brooklyn
928,742,3.0,4,ELEANOR ROOSEVELT PLAYGROUND,-73.935641457462,40.692801114366,Recreational Facility,recreation,Brooklyn
932,13566,3.0,9,ST TERESA AVILA CH,-73.959529456329,40.674013377897,Religious Institution,culture,Brooklyn
934,1031117,1.0,6,W 158 ST OV AMTRAK 30 ST BRNCH,-73.948669919045,40.836472375967,Transportation Facility,transportation,Manhattan
935,4155,3.0,9,PILGRIM HOLINESS CHURCH,-73.951428987029,40.680973601843,Religious Institution,culture,Brooklyn
936,1035859,4.0,4,WHITEFISH TRIANGLE PLAYGROUND,-73.89888637506,40.72510454842,Recreational Facility,recreation,Queens
944,1038015,1.0,6,MOYNIHAN TRAIN HALL,-73.995852461069,40.751502645605,Transportation Facility,transportation,Manhattan
947,1035581,2.0,4,THE PEARLY GATES COMFORT STATION,-73.845738676304,40.838777017993,Recreational Facility,recreation,Bronx
950,1006178,2.0,4,BRONX ZOO SOUTHERN BOULEVARD GATE,-73.881945273427,40.851624119873,Recreational Facility,recreation,Bronx
951,11796,3.0,9,BENSONHURST YOUNG ISRAEL,-73.99645147338,40.602002680341,Religious Institution,culture,Brooklyn
952,1029330,4.0,9,CHURCH OF CHRIST FOREST HILLS,-73.839519965474,40.724097136523,Religious Institution,culture,Queens
960,1035209,2.0,4,LORETO PLAYGROUND ROLLER HOCKEY RINK,-73.852401083637,40.849524707484,Recreational Facility,recreation,Bronx
962,1037015,3.0,9,OUR LADY OF MONTSERRATE ST AMBROSE CHURCH,-73.946502090796,40.694749548397,Religious Institution,culture,Brooklyn
969,3977,2.0,9,ST LUKES EPISCOPAL CHURCH,-73.858943126467,40.88509744853,Religious Institution,culture,Bronx
970,13843,4.0,9,ST TERESA OF AVILA RC CHURCH,-73.813212063561,40.683609904555,Religious Institution,culture,Queens
971,200,3.0,4,SUCCESS GARDEN,-73.897573422052,40.664779297043,Recreational Facility,recreation,Brooklyn
